station_id,name,address,city,charger_type,total_ports,available_ports,charging_rate_kw,is_active,datetime,wait_time_min
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-28 08:25:20,41
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-07-07 04:49:20,3
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-07-06 15:58:20,41
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-06-26 23:43:20,4
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-15 21:15:20,35
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-07-01 04:20:20,14
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-24 02:47:20,2
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-16 08:48:20,9
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-07-08 18:32:20,41
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-12 01:48:20,11
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-07-02 11:08:20,23
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-07-07 21:29:20,4
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-20 20:30:20,14
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-28 23:42:20,32
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-07-06 19:22:20,36
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-13 01:41:20,9
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-07-06 09:19:20,26
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-30 03:48:20,6
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-07-04 10:54:20,13
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-29 22:40:20,35
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-07-05 20:30:20,12
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-27 20:29:20,35
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-13 17:39:20,26
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-11 10:35:20,16
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-06-30 20:58:20,29
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-23 23:30:20,9
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-16 20:21:20,23
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-24 21:28:20,11
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-25 09:27:20,11
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-22 22:08:20,31
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-21 23:40:20,40
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-16 18:26:20,30
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-21 12:00:20,49
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-17 05:38:20,7
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-28 05:19:20,11
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-28 02:44:20,25
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-18 16:14:20,11
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-15 04:12:20,29
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-07-04 13:23:20,23
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-21 00:12:20,37
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-06-26 21:40:20,8
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-24 20:03:20,20
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-30 06:22:20,9
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-09 16:34:20,4
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-21 23:15:20,22
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-07-05 08:56:20,18
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-07-04 09:13:20,17
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-15 08:34:20,48
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-26 01:42:20,6
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-18 18:56:20,21
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-07-10 10:07:20,9
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-07-08 01:22:20,10
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-07-05 18:27:20,50
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-19 21:44:20,8
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-07-05 04:42:20,35
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-29 18:17:20,44
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-12 09:44:20,4
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-16 03:08:20,12
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-23 12:52:20,9
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-11 19:55:20,19
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-22 19:21:20,68
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-07-03 09:55:20,10
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-22 02:52:20,35
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-06-23 14:18:20,35
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-06-14 02:56:20,49
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-07-01 19:01:20,28
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-24 11:09:20,28
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-07-01 00:43:20,14
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-06-10 06:42:20,7
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-14 15:25:20,49
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-24 03:52:20,16
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-19 04:52:20,0
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-07-05 15:07:20,11
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-07-02 20:04:20,19
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-07-04 16:40:20,7
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-11 11:12:20,32
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-19 04:37:20,6
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-11 15:02:20,12
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-09 20:22:20,15
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-27 18:51:20,37
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-25 19:46:20,27
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-30 18:40:20,19
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-07-10 07:59:20,8
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-29 21:13:20,17
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-15 08:51:20,31
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-22 15:50:20,28
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-29 22:23:20,28
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-07-06 06:03:20,38
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-24 02:39:20,11
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-06-27 22:50:20,13
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-21 12:19:20,15
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-06-16 12:19:20,10
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-07-08 21:07:20,8
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-07-04 05:16:20,9
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-07-03 07:59:20,8
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-15 01:06:20,32
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-06-17 04:04:20,7
9,Noida EV Station,"Sector 18 Parking, Noida",Delhi,AC_LEVEL_2,4,3,22.0,1,2025-06-18 13:18:20,20
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-06-21 21:29:20,52
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-10 23:52:20,14
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-30 18:33:20,22
4,SpeedyCharge - Bandra,"BKC Parking Lot, Bandra East",Mumbai,DC_FAST,5,2,120.0,1,2025-06-14 09:40:20,44
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-19 19:15:20,10
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-07-08 09:09:20,12
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-24 02:15:20,7
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-07-05 12:42:20,37
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-24 23:53:20,9
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-18 19:30:20,39
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-07-09 05:42:20,11
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-17 11:44:20,37
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-07-09 16:28:20,2
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-07-07 06:58:20,12
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-07-05 04:37:20,2
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-07-06 20:30:20,28
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-10 17:34:20,26
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-12 13:20:20,34
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-06-09 19:26:20,41
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-12 06:15:20,10
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-07-10 13:02:20,31
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-29 21:10:20,30
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-07-06 04:08:20,26
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-17 22:31:20,8
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-10 21:14:20,8
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-07-04 03:21:20,6
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-10 16:43:20,17
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-10 01:38:20,4
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-06-20 11:52:20,22
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-30 16:34:20,7
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-07-08 06:57:20,15
5,Hyderabad Charging Point - Hitech City,"Near Cyber Towers, Hitech City",Hyderabad,AC_LEVEL_2,3,0,22.0,1,2025-07-05 06:30:20,13
1,SuperCharge Central - Whitefield,"Tech Park Rd, Whitefield",Bangalore,DC_FAST,6,3,150.0,1,2025-07-03 03:09:20,14
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-17 16:33:20,9
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-23 17:32:20,42
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-11 02:44:20,2
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-07-04 04:18:20,5
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-27 05:37:20,4
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-20 07:07:20,0
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-16 02:08:20,0
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-07-05 21:10:20,37
3,Mumbai EV Station - Andheri,"Near Infinity Mall, Andheri West",Mumbai,AC_LEVEL_2,4,1,11.0,1,2025-06-12 15:04:20,13
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-06-23 11:45:20,20
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-28 04:00:20,39
0,EV Power Hub - Koramangala,"No. 45, 80 Feet Rd, Koramangala",Bangalore,AC_LEVEL_2,4,2,22.0,1,2025-07-05 20:28:20,53
6,EV Express - Gachibowli,"Gachibowli Circle, Near Stadium",Hyderabad,DC_FAST,6,4,180.0,1,2025-06-13 00:55:20,5
2,Tesla Supercharger - MG Road,"Garuda Mall Parking, MG Road",Bangalore,TESLA_SUPERCHARGER,8,5,250.0,1,2025-06-10 01:03:20,12
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-06-12 02:10:20,8
8,TurboCharge - Gurgaon,"Cyber Hub Parking, Gurgaon",Delhi,DC_FAST,8,6,200.0,1,2025-07-07 20:30:20,52
7,Delhi EV Zone - Connaught Place,"Inner Circle, CP, Block D",Delhi,AC_LEVEL_2,4,2,11.0,1,2025-06-14 22:49:20,20
